gameid,url,league,split,date,week,game,patchno,playerid,side,position,player,team,champion,ban1,ban2,ban3,ban4,ban5,gamelength,result,k,d,a,teamkills,teamdeaths,doubles,triples,quadras,pentas,fb,fbassist,fbvictim,fbtime,kpm,okpm,ckpm,fd,fdtime,teamdragkills,oppdragkills,elementals,oppelementals,firedrakes,waterdrakes,earthdrakes,airdrakes,elders,oppelders,herald,heraldtime,ft,fttime,firstmidouter,firsttothreetowers,teamtowerkills,opptowerkills,fbaron,fbarontime,teambaronkills,oppbaronkills,dmgtochamps,dmgtochampsperminute,dmgshare,earnedgoldshare,wards,wpm,wardshare,wardkills,wcpm,visionwards,visionwardbuys,visiblewardclearrate,invisiblewardclearrate,totalgold,earnedgpm,goldspent,gspd,minionkills,monsterkills,monsterkillsownjungle,monsterkillsenemyjungle,cspm,goldat10,oppgoldat10,gdat10,goldat15,oppgoldat15,gdat15,xpat10,oppxpat10,xpdat10,csat10,oppcsat10,csdat10,csat15,oppcsat15,csdat15
1070340,https://matchhistory.euw.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1070340?gameHash=3e0204c000597715&tab=overview,WC,2019-W,43740.2861458333,PI-RR,1,9.19,100,Blue,Team,Team,DetonatioN FocusMe, ,Qiyana,Gangplank,Akali,Elise,Olaf,26.5333333333333,0,7,22,18,7,22, , , , ,0,0,1,3.87998333333333,0.263819095477387,0.829145728643216,1.0929648241206,1,9.71756666666667,1,2,1,2,0,0,0,1,0,0,0,13.1095833333333,0,13.5885666666667,0,0,1,10,0,23.7798166666667,0,1,37133,1399.48492462312, , ,104,3.91959798994975,1,28,1.05527638190955,37,44,0.435897435897436,0.268292682926829,41227,889.846733668342,38960,-0.24346257889991,632,132,106,1,28.7939698492462,16355,17427,-1072,23545,29323,-5778,19217,19420,-203,315,318,-3,460,516,-56
1070340,https://matchhistory.euw.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1070340?gameHash=3e0204c000597715&tab=overview,WC,2019-W,43740.2861458333,PI-RR,1,9.19,200,Red,Team,Team,Splyce, ,Heimerdinger,Pantheon,Syndra,Cassiopeia,Kai'Sa,26.5333333333333,1,22,7,51,22,7, , , , ,1,1,0,3.87998333333333,0.829145728643216,0.263819095477387,1.0929648241206,0,9.71756666666667,2,1,2,1,0,1,0,1,0,0,1,13.1095833333333,1,13.5885666666667,1,1,10,1,1,23.7798166666667,1,0,59544,2244.12060301508, , ,80,3.01507537688442,1,51,1.92211055276382,35,41,0.710526315789474,0.280701754385965,56670,1471.86934673367,49760,0.24346257889991,688,188,114,23,33.0150753768844,17427,16355,1072,29323,23545,5778,19420,19217,203,318,315,3,516,460,56
1070330,https://matchhistory.euw.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1070330?gameHash=8f523c2c729a7363&tab=overview,WC,2019-W,43740.2238888889,PI-RR,1,9.19,1,Blue,Top,Huni,Clutch Gaming,Akali,Syndra,Yuumi,Qiyana,Caitlyn,Draven,38.0666666666667,0,3,5,4,8,16,0,0,0,0,0,1,0,7.92438333333333,0.078809106830123,0.052539404553415,0.630472854640981,0,17.1216166666667,0,4,0,0,0,0,0,0,0,0,1,,0,13.6964166666667,0,0,3,11,0,22.9774,0,2,14933,392.285464098074,0.28857711558158,0.25966388360573,8,0.21015761821366,0.058823529411765,8,0.21015761821366,2,2, , ,14601,253.923992994746,13600,-0.005499541704858,300,5,1,0,8.0122591943958,3438,2895,543,4816,5550,-734,4668,4347,321,85,68,17,121,110,11
1070330,https://matchhistory.euw.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1070330?gameHash=8f523c2c729a7363&tab=overview,WC,2019-W,43740.2238888889,PI-RR,1,9.19,2,Blue,Jungle,Lira,Clutch Gaming,Ekko,Syndra,Yuumi,Qiyana,Caitlyn,Draven,38.0666666666667,0,1,5,6,8,16,0,0,0,0,1,0,0,7.92438333333333,0.026269702276708,0.078809106830123,0.630472854640981,0,17.1216166666667,0,4,0,3,0,0,0,0,0,0,1,,0,13.6964166666667,0,0,3,11,0,22.9774,0,2,10854,285.131348511383,0.209751289929851,0.18030903796353,43,1.12959719789842,0.316176470588235,20,0.525394045534151,15,17, , ,11647,176.323292469352,11325,-0.084566596194503,66,134,97,9,5.25394045534151,3210,3753,-543,4663,5204,-541,3130,4078,-948,47,63,-16,75,89,-14
1070330,https://matchhistory.euw.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1070330?gameHash=8f523c2c729a7363&tab=overview,WC,2019-W,43740.2238888889,PI-RR,1,9.19,3,Blue,Middle,Damonte,Clutch Gaming,Renekton,Syndra,Yuumi,Qiyana,Caitlyn,Draven,38.0666666666667,0,1,3,1,8,16,0,0,0,0,0,0,0,7.92438333333333,0.026269702276708,0.131348511383538,0.630472854640981,0,17.1216166666667,0,4,0,1,0,0,0,0,0,0,1,,0,13.6964166666667,0,0,3,11,0,22.9774,0,2,5124,134.605954465849,0.099020233056989,0.182377529200649,25,0.656742556917688,0.183823529411765,6,0.157618213660245,13,13, , ,11724,178.346059544659,11325,-0.35988414192614,266,7,6,0,7.17162872154116,3016,3733,-717,5064,5650,-586,4239,4842,-603,75,86,-11,126,140,-14
1070330,https://matchhistory.euw.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1070330?gameHash=8f523c2c729a7363&tab=overview,WC,2019-W,43740.2238888889,PI-RR,1,9.19,4,Blue,ADC,Cody Sun,Clutch Gaming,Xayah,Syndra,Yuumi,Qiyana,Caitlyn,Draven,38.0666666666667,0,3,1,2,8,16,1,0,0,0,0,0,0,7.92438333333333,0.078809106830123,0.131348511383538,0.630472854640981,0,17.1216166666667,0,4,0,0,0,0,0,0,0,0,1,,0,13.6964166666667,0,0,3,11,0,22.9774,0,2,15290,401.663747810858,0.295476066245386,0.316211598594501,13,0.341506129597198,0.095588235294118,8,0.21015761821366,6,6, , ,16706,309.221716287215,15100,0.115586690017513,375,24,24,0,10.4816112084063,3524,3040,484,4852,4845,7,3287,3284,3,88,65,23,120,105,15
1070330,https://matchhistory.euw.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1070330?gameHash=8f523c2c729a7363&tab=overview,WC,2019-W,43740.2238888889,PI-RR,1,9.19,5,Blue,Support,Vulcan,Clutch Gaming,Rakan,Syndra,Yuumi,Qiyana,Caitlyn,Draven,38.0666666666667,0,0,2,4,8,16,0,0,0,0,0,0,0,7.92438333333333,0,0.026269702276708,0.630472854640981,0,17.1216166666667,0,4,0,0,0,0,0,0,0,0,1,,0,13.6964166666667,0,0,3,11,0,22.9774,0,2,5546,145.69176882662,0.107175295186194,0.061437950635591,47,1.23467600700525,0.345588235294118,12,0.31523642732049,18,20, , ,7222,60.0798598949212,7450,-0.107936507936508,15,0,0,0,0.394045534150613,1898,1895,3,2841,2915,-74,2547,2867,-320,0,7,-7,2,9,-7
1070330,https://matchhistory.euw.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1070330?gameHash=8f523c2c729a7363&tab=overview,WC,2019-W,43740.2238888889,PI-RR,1,9.19,6,Red,Top,BOSS,Unicorns of Love,Neeko,Pantheon,Rumble,Gangplank,Skarner,Elise,38.0666666666667,1,2,2,11,16,8,0,0,0,0,0,0,1,7.92438333333333,0.052539404553415,0.078809106830123,0.630472854640981,0,17.1216166666667,4,0,0,0,0,0,0,0,0,0,0,,1,13.6964166666667,1,1,11,3,1,22.9774,2,0,13270,348.598949211909,0.180039616856158,0.215563069110038,22,0.577933450087566,0.162962962962963,5,0.131348511383538,7,7, , ,14409,248.880210157618,13675,0.005499541704858,232,11,3,3,6.38353765323993,2895,3438,-543,5550,4816,734,4347,4668,-321,68,85,-17,110,121,-11
1070330,https://matchhistory.euw.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1070330?gameHash=8f523c2c729a7363&tab=overview,WC,2019-W,43740.2238888889,PI-RR,1,9.19,7,Red,Jungle,AHaHaCiK,Unicorns of Love,Rek'Sai,Pantheon,Rumble,Gangplank,Skarner,Elise,38.0666666666667,1,3,2,4,16,8,0,0,0,0,0,0,0,7.92438333333333,0.078809106830123,0.026269702276708,0.630472854640981,1,17.1216166666667,4,0,3,0,0,0,1,2,0,0,0,,1,13.6964166666667,1,1,11,3,1,22.9774,2,0,11115,291.987740805604,0.15080183431471,0.187099034816679,33,0.866900175131348,0.244444444444444,22,0.577933450087566,9,9, , ,13158,216.016812609457,12325,0.084566596194503,39,165,71,35,5.35901926444834,3753,3210,543,5204,4663,541,4078,3130,948,63,47,16,89,75,14
1070330,https://matchhistory.euw.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1070330?gameHash=8f523c2c729a7363&tab=overview,WC,2019-W,43740.2238888889,PI-RR,1,9.19,8,Red,Middle,Nomanz,Unicorns of Love,Tristana,Pantheon,Rumble,Gangplank,Skarner,Elise,38.0666666666667,1,5,1,6,16,8,1,0,0,0,0,0,0,7.92438333333333,0.131348511383538,0.026269702276708,0.630472854640981,0,17.1216166666667,4,0,1,0,1,0,0,0,0,0,0,,1,13.6964166666667,1,1,11,3,1,22.9774,2,0,23961,629.448336252189,0.325088866578026,0.274629922048136,13,0.341506129597198,0.096296296296296,20,0.525394045534151,3,3, , ,17005,317.076357267951,16295,0.35988414192614,313,24,17,0,8.85288966725044,3733,3016,717,5650,5064,586,4842,4239,603,86,75,11,140,126,14
1070330,https://matchhistory.euw.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1070330?gameHash=8f523c2c729a7363&tab=overview,WC,2019-W,43740.2238888889,PI-RR,1,9.19,9,Red,ADC,Innaxe,Unicorns of Love,Heimerdinger,Pantheon,Rumble,Gangplank,Skarner,Elise,38.0666666666667,1,5,0,4,16,8,1,0,0,0,0,0,0,7.92438333333333,0.131348511383538,0.078809106830123,0.630472854640981,0,17.1216166666667,4,0,0,0,0,0,0,0,0,0,0,,1,13.6964166666667,1,1,11,3,1,22.9774,2,0,20072,527.285464098074,0.272325183838494,0.222320717539397,11,0.288966725043783,0.081481481481482,5,0.131348511383538,0,0, , ,14706,256.6823117338,13450,-0.115586690017513,249,20,12,4,7.06654991243433,3040,3524,-484,4845,4852,-7,3284,3287,-3,65,88,-23,105,120,-15
1070330,https://matchhistory.euw.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1070330?gameHash=8f523c2c729a7363&tab=overview,WC,2019-W,43740.2238888889,PI-RR,1,9.19,10,Red,Support,Edward,Unicorns of Love,Morgana,Pantheon,Rumble,Gangplank,Skarner,Elise,38.0666666666667,1,1,3,9,16,8,0,0,0,0,0,0,0,7.92438333333333,0.026269702276708,0,0.630472854640981,0,17.1216166666667,4,0,0,0,0,0,0,0,0,0,0,,1,13.6964166666667,1,1,11,3,1,22.9774,2,0,5288,138.914185639229,0.071744498412612,0.10038725648575,56,1.47110332749562,0.414814814814815,10,0.262697022767075,16,16, , ,9347,115.902977232925,8300,0.107936507936508,20,0,0,0,0.525394045534151,1895,1898,-3,2915,2841,74,2867,2547,320,7,0,7,9,2,7
1070330,https://matchhistory.euw.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1070330?gameHash=8f523c2c729a7363&tab=overview,WC,2019-W,43740.2238888889,PI-RR,1,9.19,100,Blue,Team,Team,Clutch Gaming, ,Syndra,Yuumi,Qiyana,Caitlyn,Draven,38.0666666666667,0,8,16,17,8,16, , , , ,1,1,0,7.92438333333333,0.21015761821366,0.420315236427321,0.630472854640981,0,17.1216166666667,0,4,0,4,0,0,0,0,0,0,1,13.1141833333333,0,13.6964166666667,0,0,3,11,0,22.9774,0,2,51747,1359.37828371278, , ,136,3.57267950963222,1,54,1.41856392294221,54,58,0.555555555555556,0.287878787878788,61900,977.894921190893,58800,-0.085392160853108,1022,170,128,9,31.3134851138354,15086,15316,-230,22236,24164,-1928,17871,19418,-1547,295,289,6,444,453,-9
1070330,https://matchhistory.euw.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1070330?gameHash=8f523c2c729a7363&tab=overview,WC,2019-W,43740.2238888889,PI-RR,1,9.19,200,Red,Team,Team,Unicorns of Love, ,Pantheon,Rumble,Gangplank,Skarner,Elise,38.0666666666667,1,16,8,34,16,8, , , , ,0,0,1,7.92438333333333,0.420315236427321,0.21015761821366,0.630472854640981,1,17.1216166666667,4,0,4,0,1,0,1,2,0,0,0,13.1141833333333,1,13.6964166666667,1,1,11,3,1,22.9774,2,0,73706,1936.23467600701, , ,135,3.54640980735552,1,62,1.62872154115587,35,35,0.580645161290323,0.212765957446808,68625,1154.55866900175,64045,0.085392160853108,853,220,103,42,28.1873905429072,15316,15086,230,24164,22236,1928,19418,17871,1547,289,295,-6,453,444,9
1070349,https://matchhistory.euw.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1070349?gameHash=17abccc071825cfb&tab=overview,WC,2019-W,43740.3297106482,PI-RR,1,9.19,1,Blue,Top,Fudge,Mammoth,Gangplank,Qiyana,Kayle,Morgana,Thresh,Pyke,37.5833333333333,1,1,2,14,18,8,0,0,0,0,0,0,1,3.36098333333333,0.026607538802661,0.079822616407982,0.69179600886918,0,8.31813333333333,4,0,0,0,0,0,0,0,0,0,1,,1,17.6138833333333,1,1,9,2,1,27.4465166666667,1,0,17523,466.243902439024,0.243013854410806,0.231465652271202,17,0.452328159645233,0.147826086956522,3,0.079822616407982,7,7, , ,15220,275.233702882483,12958,-0.014708135437414,300,6,3,0,8.14190687361419,3242,3317,-75,5287,5360,-73,4293,4151,142,75,71,4,120,119,1
1070349,https://matchhistory.euw.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1070349?gameHash=17abccc071825cfb&tab=overview,WC,2019-W,43740.3297106482,PI-RR,1,9.19,2,Blue,Jungle,Babip,Mammoth,Skarner,Qiyana,Kayle,Morgana,Thresh,Pyke,37.5833333333333,1,0,1,16,18,8,0,0,0,0,0,0,0,3.36098333333333,0,0.053215077605322,0.69179600886918,1,8.31813333333333,4,0,3,0,0,2,1,0,0,0,1,,1,17.6138833333333,1,1,9,2,1,27.4465166666667,1,0,5217,138.811529933481,0.072350811987741,0.134844484224659,13,0.34589800443459,0.11304347826087,17,0.452328159645233,12,13, , ,10902,160.342350332594,9925,0.035897435897436,26,139,98,4,4.39024390243902,2987,3461,-474,4467,4833,-366,3171,3325,-154,58,55,3,84,68,16
1070349,https://matchhistory.euw.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1070349?gameHash=17abccc071825cfb&tab=overview,WC,2019-W,43740.3297106482,PI-RR,1,9.19,3,Blue,Middle,Triple,Mammoth,Syndra,Qiyana,Kayle,Morgana,Thresh,Pyke,37.5833333333333,1,10,3,4,18,8,1,1,0,0,0,0,0,3.36098333333333,0.266075388026607,0.053215077605322,0.69179600886918,0,8.31813333333333,4,0,1,0,1,0,0,0,0,0,1,,1,17.6138833333333,1,1,9,2,1,27.4465166666667,1,0,21718,577.862527716186,0.301191285173423,0.255274110539271,18,0.478935698447894,0.156521739130435,12,0.319290465631929,12,12, , ,16284,303.544124168514,14350,0.029487678110526,273,32,28,0,8.11529933481153,3717,3350,367,5634,5845,-211,4797,4593,204,95,89,6,156,151,5
1070349,https://matchhistory.euw.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1070349?gameHash=17abccc071825cfb&tab=overview,WC,2019-W,43740.3297106482,PI-RR,1,9.19,4,Blue,ADC,k1ng,Mammoth,Tristana,Qiyana,Kayle,Morgana,Thresh,Pyke,37.5833333333333,1,7,2,5,18,8,3,0,0,0,0,0,0,3.36098333333333,0.186252771618625,0.026607538802661,0.69179600886918,0,8.31813333333333,4,0,0,0,0,0,0,0,0,0,1,,1,17.6138833333333,1,1,9,2,1,27.4465166666667,1,0,22087,587.680709534368,0.306308680155879,0.274517789214589,14,0.372505543237251,0.121739130434783,32,0.851441241685144,7,8, , ,17144,326.426607538803,14575,0.006884681583477,315,56,29,9,9.87139689578714,3309,3193,116,5454,4950,504,3214,3050,164,93,84,9,151,134,17
1070349,https://matchhistory.euw.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1070349?gameHash=17abccc071825cfb&tab=overview,WC,2019-W,43740.3297106482,PI-RR,1,9.19,5,Blue,Support,Destiny,Mammoth,Nautilus,Qiyana,Kayle,Morgana,Thresh,Pyke,37.5833333333333,1,0,0,12,18,8,0,0,0,0,0,0,0,3.36098333333333,0,0,0.69179600886918,0,8.31813333333333,4,0,0,0,0,0,0,0,0,0,1,,1,17.6138833333333,1,1,9,2,1,27.4465166666667,1,0,5562,147.991130820399,0.077135368272151,0.10389796375028,53,1.41019955654102,0.460869565217391,14,0.372505543237251,12,13, , ,9519,123.544124168514,8675,0.182389937106918,76,0,0,0,2.02217294900222,2027,2010,17,3037,3135,-98,2580,2824,-244,16,13,3,23,24,-1
1070349,https://matchhistory.euw.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1070349?gameHash=17abccc071825cfb&tab=overview,WC,2019-W,43740.3297106482,PI-RR,1,9.19,6,Red,Top,BOSS,Unicorns of Love,Renekton,Pantheon,Vladimir,Rakan,Xayah,Lucian,37.5833333333333,0,3,3,2,8,18,1,0,0,0,0,1,0,3.36098333333333,0.079822616407982,0.026607538802661,0.69179600886918,0,8.31813333333333,0,4,0,0,0,0,0,0,0,0,0,,0,17.6138833333333,0,0,2,9,0,27.4465166666667,0,1,11244,299.175166297117,0.214920580308504,0.2331821848833,16,0.425720620842572,0.119402985074627,8,0.212860310421286,5,7, , ,13258,223.029711751663,13150,0.014708135437414,268,0,0,0,7.13082039911308,3317,3242,75,5360,5287,73,4151,4293,-142,71,75,-4,119,120,-1
1070349,https://matchhistory.euw.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1070349?gameHash=17abccc071825cfb&tab=overview,WC,2019-W,43740.3297106482,PI-RR,1,9.19,7,Red,Jungle,AHaHaCiK,Unicorns of Love,Ekko,Pantheon,Vladimir,Rakan,Xayah,Lucian,37.5833333333333,0,2,6,2,8,18,0,0,0,0,1,0,0,3.36098333333333,0.053215077605322,0,0.69179600886918,0,8.31813333333333,0,4,0,3,0,0,0,0,0,0,0,,0,17.6138833333333,0,0,2,9,0,27.4465166666667,0,1,9640,256.49667405765,0.184261329969226,0.148613236153226,29,0.771618625277162,0.216417910447761,12,0.319290465631929,7,9, , ,10218,142.142793791574,9575,-0.035897435897436,33,110,72,10,3.80487804878049,3461,2987,474,4833,4467,366,3325,3171,154,55,58,-3,68,84,-16
